defteam,def_front,play_type,plays,epa_allowed,success_rate_allowed,yards_allowed,td_rate,first_down_rate,pressure_rate,interceptions,sacks,yac_allowed
PIT,Light (≤5),pass,134,0.0026269502,0.48507464,6.6044774,0.03731343,0.32089552,0.1791044776119403,3.0,10.0,5.012195
PIT,Light (≤5),run,9,,,,,,0.0,0.0,0.0,
PIT,Standard (6),pass,350,0.062311713,0.44,6.274286,0.04857143,0.30857143,0.16285714285714287,7.0,26.0,5.215311
PIT,Standard (6),run,202,0.02938065,0.41584158,4.569307,0.024752475,0.28217822,0.0,0.0,0.0,
PIT,Heavy (7),pass,153,0.030175023,0.47712418,6.1437907,0.05882353,0.32026145,0.16339869281045752,4.0,10.0,5.2783504
PIT,Heavy (7),run,160,-0.06608516,0.3875,4.38125,0.0125,0.24375,0.0,0.0,0.0,
PIT,Stacked (8+),pass,24,-0.33515194,0.25,5.375,0.083333336,0.20833333,0.20833333333333334,1.0,2.0,4.75
PIT,Stacked (8+),run,71,-0.0033374676,0.4084507,3.8873239,0.028169014,0.32394367,0.0,0.0,0.0,
PIT,,run,1,,,,,,0.0,0.0,0.0,
SEA,Light (≤5),pass,154,-0.31323588,0.3116883,4.090909,0.019480519,0.2012987,0.2012987012987013,4.0,12.0,4.743902
SEA,Light (≤5),run,24,0.06907145,0.33333334,6.0416665,0.0,0.25,0.0,0.0,0.0,
SEA,Standard (6),pass,374,0.03794938,0.45187166,5.617647,0.029411765,0.30748662,0.15240641711229946,10.0,23.0,5.117391
SEA,Standard (6),run,283,-0.15432,0.36395758,3.8127208,0.021201413,0.1943463,0.0,0.0,0.0,
SEA,Heavy (7),pass,101,-0.09546988,0.45544556,5.4851484,0.05940594,0.31683168,0.18811881188118812,3.0,9.0,7.125
SEA,Heavy (7),run,85,-0.056808215,0.4,3.7764707,0.023529412,0.2,0.0,0.0,0.0,
SEA,Stacked (8+),pass,22,-0.9582851,0.22727273,0.8181818,0.13636364,0.18181819,0.18181818181818182,1.0,3.0,2.142857
SEA,Stacked (8+),run,19,-0.6780877,0.42105263,1.3684211,0.05263158,0.36842105,0.0,0.0,0.0,
SF,Light (≤5),pass,145,0.026941434,0.46206897,6.4344826,0.04137931,0.3034483,0.11724137931034483,3.0,8.0,4.097826
SF,Light (≤5),run,22,0.38566172,0.6363636,6.2272725,0.045454547,0.4090909,0.0,0.0,0.0,
SF,Standard (6),pass,352,0.10533504,0.4744318,6.4460225,0.036931816,0.32954547,0.09375,2.0,9.0,4.8836207
SF,Standard (6),run,325,-0.0027625803,0.47692308,4.68,0.024615385,0.2769231,0.0,0.0,0.0,
SF,Heavy (7),pass,93,0.19743569,0.50537634,6.806452,0.06451613,0.37634408,0.07526881720430108,1.0,2.0,4.59375
SF,Heavy (7),run,66,-0.064944565,0.4848485,2.6515152,0.045454547,0.3030303,0.0,0.0,0.0,
SF,Stacked (8+),pass,13,0.63703644,0.7692308,8.923077,0.3846154,0.61538464,0.15384615384615385,0.0,1.0,4.2
SF,Stacked (8+),run,3,,,,,,0.0,0.0,0.0,
TB,Light (≤5),pass,88,0.13879415,0.57954544,6.534091,0.06818182,0.375,0.11363636363636363,1.0,6.0,4.0655737
TB,Light (≤5),run,13,-0.462905,0.15384616,3.7692308,0.0,0.07692308,0.0,0.0,0.0,
TB,Standard (6),pass,326,-0.08472436,0.4570552,6.06135,0.024539877,0.297546,0.13190184049079753,9.0,24.0,5.080808
TB,Standard (6),run,184,0.0122294,0.4293478,5.119565,0.032608695,0.27173913,0.0,0.0,0.0,
TB,Heavy (7),pass,155,0.37221187,0.5032258,8.625807,0.09677419,0.42580646,0.16774193548387098,3.0,6.0,7.4607844
TB,Heavy (7),run,140,-0.16561311,0.40714285,3.9142857,0.042857144,0.21428572,0.0,0.0,0.0,
TB,Stacked (8+),pass,35,-0.034180377,0.45714286,4.6,0.08571429,0.31428573,0.2,0.0,1.0,7.388889
TB,Stacked (8+),run,48,0.020002121,0.25,3.9375,0.083333336,0.20833333,0.0,0.0,0.0,
TB,,run,1,,,,,,0.0,0.0,0.0,
TEN,Light (≤5),pass,92,0.2908146,0.5,6.1413045,0.08695652,0.33695653,0.17391304347826086,2.0,7.0,5.293103
TEN,Light (≤5),run,7,,,,,,0.0,0.0,0.0,
TEN,Standard (6),pass,355,0.09819531,0.46478873,6.8,0.04507042,0.33521128,0.16619718309859155,4.0,31.0,5.509009
TEN,Standard (6),run,224,0.06896609,0.41517857,5.125,0.03125,0.25892857,0.0,0.0,0.0,
TEN,Heavy (7),pass,90,0.17232762,0.5222222,7.8333335,0.033333335,0.42222223,0.17777777777777778,0.0,4.0,6.016949
TEN,Heavy (7),run,157,-0.026518427,0.37579617,3.9745224,0.050955415,0.21656051,0.0,0.0,0.0,
TEN,Stacked (8+),pass,21,0.7741904,0.61904764,11.190476,0.1904762,0.47619048,0.23809523809523808,0.0,0.0,7.6
TEN,Stacked (8+),run,45,0.002084581,0.4888889,4.0444446,0.13333334,0.35555556,0.0,0.0,0.0,
WAS,Light (≤5),pass,116,0.1754815,0.44827586,7.465517,0.05172414,0.3448276,0.12931034482758622,2.0,9.0,6.1044774
WAS,Light (≤5),run,15,0.19174236,0.46666667,7.733333,0.0,0.26666668,0.0,0.0,0.0,
WAS,Standard (6),pass,315,0.22228558,0.50158733,6.9238095,0.03809524,0.37777779,0.15555555555555556,4.0,21.0,5.5416665
WAS,Standard (6),run,295,0.08993997,0.48474577,5.4,0.023728814,0.27457628,0.0,0.0,0.0,
WAS,Heavy (7),pass,125,0.15286049,0.48,6.968,0.104,0.376,0.168,2.0,10.0,8.394737
WAS,Heavy (7),run,168,0.015883837,0.42857143,4.160714,0.04761905,0.25,0.0,0.0,0.0,
WAS,Stacked (8+),pass,27,0.2824441,0.4814815,7.6296296,0.074074075,0.44444445,0.18518518518518517,0.0,2.0,7.9333334
WAS,Stacked (8+),run,11,0.32358286,0.45454547,1.5454545,0.27272728,0.54545456,0.0,0.0,0.0,
