defteam,coverage_look,down,pressure_flag,plays,epa_allowed,success_rate_allowed,yards_allowed,td_rate,first_down_rate,pressure_rate,interceptions,sacks,yac_allowed
IND,Base (4),2.0,0,25,-0.17177473,0.24,2.96,0.16,0.16,0.0,1.0,0.0,2.3
IND,Base (4),2.0,1,1,,,,,,1.0,0.0,0.0,
IND,Base (4),3.0,0,15,0.72679293,0.46666667,4.133333,0.33333334,0.46666667,0.0,0.0,0.0,3.3333333
IND,Base (4),3.0,1,5,,,,,,1.0,0.0,5.0,
IND,Base (4),4.0,0,2,,,,,,0.0,0.0,0.0,
IND,Base (4),4.0,1,1,,,,,,1.0,0.0,0.0,
IND,Base (4),,0,2,,,,,,0.0,0.0,0.0,
IND,Blitz (5),1.0,0,6,,,,,,0.0,1.0,0.0,
IND,Blitz (5),2.0,0,4,,,,,,0.0,0.0,0.0,
IND,Blitz (5),3.0,0,5,,,,,,0.0,0.0,0.0,
IND,Blitz (5),4.0,0,1,,,,,,0.0,1.0,0.0,
IND,Blitz (5),,0,1,,,,,,0.0,0.0,0.0,
IND,Heavy Blitz (6+),1.0,0,5,,,,,,0.0,0.0,0.0,
IND,Heavy Blitz (6+),1.0,1,2,,,,,,1.0,0.0,1.0,
IND,Heavy Blitz (6+),2.0,0,8,,,,,,0.0,0.0,0.0,
IND,Heavy Blitz (6+),2.0,1,1,,,,,,1.0,0.0,1.0,
IND,Heavy Blitz (6+),3.0,0,4,,,,,,0.0,0.0,0.0,
IND,Heavy Blitz (6+),4.0,0,2,,,,,,0.0,0.0,0.0,
IND,,1.0,0,42,-0.080810346,0.3809524,2.952381,0.11904762,0.16666667,0.0,0.0,0.0,
IND,,2.0,0,20,-0.19654596,0.5,1.75,0.3,0.4,0.0,0.0,0.0,
IND,,3.0,0,15,0.57449573,0.8666667,2.6666667,0.13333334,0.8666667,0.0,0.0,0.0,
IND,,4.0,0,4,,,,,,0.0,0.0,0.0,
JAX,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
JAX,Light (≤3),3.0,1,1,,,,,,1.0,0.0,1.0,
JAX,Base (4),1.0,0,18,0.2826448,0.5,5.4444447,0.055555556,0.2777778,0.0,0.0,0.0,4.0
JAX,Base (4),2.0,0,16,0.082115114,0.3125,3.25,0.1875,0.25,0.0,0.0,0.0,3.0
JAX,Base (4),2.0,1,1,,,,,,1.0,0.0,0.0,
JAX,Base (4),3.0,0,12,0.45196795,0.5,4.9166665,0.25,0.5,0.0,0.0,0.0,2.0
JAX,Base (4),4.0,0,1,,,,,,0.0,0.0,0.0,
JAX,Base (4),,0,3,,,,,,0.0,0.0,0.0,
JAX,Blitz (5),1.0,0,5,,,,,,0.0,0.0,0.0,
JAX,Blitz (5),1.0,1,3,,,,,,1.0,1.0,0.0,
JAX,Blitz (5),2.0,0,8,,,,,,0.0,1.0,0.0,
JAX,Blitz (5),2.0,1,1,,,,,,1.0,0.0,0.0,
JAX,Blitz (5),3.0,0,5,,,,,,0.0,0.0,0.0,
JAX,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
JAX,Blitz (5),4.0,0,2,,,,,,0.0,0.0,0.0,
JAX,Blitz (5),,0,1,,,,,,0.0,0.0,0.0,
JAX,Heavy Blitz (6+),1.0,0,4,,,,,,0.0,0.0,0.0,
JAX,Heavy Blitz (6+),2.0,0,4,,,,,,0.0,0.0,0.0,
JAX,Heavy Blitz (6+),2.0,1,1,,,,,,1.0,0.0,1.0,
JAX,Heavy Blitz (6+),3.0,0,3,,,,,,0.0,0.0,0.0,
JAX,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
JAX,,1.0,0,32,0.0012176111,0.375,2.5625,0.125,0.125,0.0,0.0,0.0,
JAX,,2.0,0,19,-0.1115618,0.47368422,2.0526316,0.15789473,0.36842105,0.0,0.0,0.0,
JAX,,3.0,0,8,,,,,,0.0,0.0,0.0,
JAX,,,0,1,,,,,,0.0,0.0,0.0,
KC,Light (≤3),2.0,0,2,,,,,,0.0,0.0,0.0,
KC,Light (≤3),3.0,1,1,,,,,,1.0,0.0,1.0,
KC,Base (4),1.0,0,11,-0.6029801,0.27272728,1.5454545,0.18181819,0.18181819,0.0,1.0,0.0,1.6
KC,Base (4),1.0,1,1,,,,,,1.0,0.0,0.0,
KC,Base (4),2.0,0,19,0.006087303,0.2631579,3.1052632,0.15789473,0.21052632,0.0,0.0,0.0,3.7272727
KC,Base (4),2.0,1,3,,,,,,1.0,0.0,1.0,
KC,Base (4),3.0,0,12,0.8433034,0.5,5.5833335,0.41666666,0.5,0.0,0.0,0.0,1.4444444
KC,Base (4),3.0,1,6,,,,,,1.0,0.0,2.0,
KC,Base (4),4.0,1,1,,,,,,1.0,0.0,0.0,
KC,Blitz (5),1.0,0,4,,,,,,0.0,0.0,0.0,
KC,Blitz (5),2.0,0,3,,,,,,0.0,0.0,0.0,
KC,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
KC,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
KC,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
KC,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
KC,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,0.0,
KC,,1.0,0,35,-0.012249242,0.37142858,2.9714286,0.114285715,0.114285715,0.0,0.0,0.0,
KC,,2.0,0,23,0.18436097,0.5217391,3.7826087,0.13043478,0.39130434,0.0,0.0,0.0,
KC,,3.0,0,11,-0.25201923,0.36363637,1.3636364,0.09090909,0.36363637,0.0,0.0,0.0,
KC,,4.0,0,3,,,,,,0.0,0.0,0.0,
LA,Light (≤3),1.0,0,2,,,,,,0.0,0.0,0.0,
LA,Light (≤3),2.0,0,2,,,,,,0.0,0.0,0.0,
LA,Base (4),1.0,0,12,0.26670384,0.33333334,3.75,0.16666667,0.16666667,0.0,0.0,0.0,2.142857
LA,Base (4),1.0,1,4,,,,,,1.0,0.0,1.0,
LA,Base (4),2.0,0,20,0.1256954,0.4,4.85,0.1,0.25,0.0,0.0,0.0,1.7333333
LA,Base (4),2.0,1,4,,,,,,1.0,0.0,2.0,
LA,Base (4),3.0,0,18,-0.3140186,0.16666667,3.2222223,0.11111111,0.11111111,0.0,0.0,0.0,0.75
LA,Base (4),3.0,1,5,,,,,,1.0,1.0,1.0,
LA,Base (4),4.0,0,4,,,,,,0.0,0.0,0.0,
LA,Base (4),4.0,1,4,,,,,,1.0,0.0,3.0,
LA,Base (4),,0,3,,,,,,0.0,0.0,0.0,
LA,Blitz (5),1.0,0,6,,,,,,0.0,0.0,0.0,
LA,Blitz (5),2.0,0,2,,,,,,0.0,0.0,0.0,
LA,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
LA,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
LA,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
LA,Heavy Blitz (6+),2.0,0,2,,,,,,0.0,0.0,0.0,
LA,Heavy Blitz (6+),2.0,1,1,,,,,,1.0,0.0,1.0,
LA,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
LA,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,1.0,
LA,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
LA,,1.0,0,28,-0.21540985,0.2857143,2.25,0.071428575,0.071428575,0.0,0.0,0.0,
LA,,2.0,0,15,-0.11189393,0.4,2.2666667,0.2,0.33333334,0.0,0.0,0.0,
LA,,3.0,0,10,-0.21996479,0.4,2.3,0.0,0.4,0.0,0.0,0.0,
LA,,4.0,0,8,,,,,,0.0,0.0,0.0,
LA,,,0,1,,,,,,0.0,0.0,0.0,
LAC,Light (≤3),3.0,0,4,,,,,,0.0,0.0,0.0,
LAC,Light (≤3),3.0,1,1,,,,,,1.0,0.0,1.0,
LAC,Base (4),1.0,0,12,-0.40110388,0.33333334,3.0833333,0.083333336,0.16666667,0.0,1.0,0.0,8.0
LAC,Base (4),1.0,1,2,,,,,,1.0,0.0,1.0,
LAC,Base (4),2.0,0,16,0.004382968,0.3125,3.375,0.125,0.25,0.0,0.0,0.0,3.0
LAC,Base (4),2.0,1,3,,,,,,1.0,0.0,2.0,
LAC,Base (4),3.0,0,10,-0.4295463,0.3,3.0,0.2,0.2,0.0,2.0,0.0,1.75
LAC,Base (4),3.0,1,3,,,,,,1.0,0.0,1.0,
LAC,Base (4),4.0,0,2,,,,,,0.0,0.0,0.0,
LAC,Base (4),,0,1,,,,,,0.0,0.0,0.0,
LAC,Blitz (5),1.0,0,4,,,,,,0.0,0.0,0.0,
LAC,Blitz (5),1.0,1,2,,,,,,1.0,0.0,0.0,
LAC,Blitz (5),2.0,0,5,,,,,,0.0,0.0,0.0,
LAC,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
LAC,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
LAC,Blitz (5),4.0,0,2,,,,,,0.0,0.0,0.0,
LAC,Blitz (5),,0,1,,,,,,0.0,0.0,0.0,
LAC,Heavy Blitz (6+),1.0,0,1,,,,,,0.0,0.0,0.0,
LAC,Heavy Blitz (6+),2.0,0,2,,,,,,0.0,0.0,0.0,
LAC,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
LAC,,1.0,0,35,0.029626798,0.4,3.3142858,0.2,0.25714287,0.0,0.0,0.0,
LAC,,2.0,0,23,0.086939245,0.39130434,4.3913045,0.17391305,0.39130434,0.0,0.0,0.0,
LAC,,3.0,0,11,-0.94268227,0.27272728,0.09090909,0.0,0.27272728,0.0,0.0,0.0,
LAC,,4.0,0,4,,,,,,0.0,0.0,0.0,
LAC,,,0,1,,,,,,0.0,0.0,0.0,
LV,Light (≤3),1.0,0,3,,,,,,0.0,0.0,0.0,
LV,Light (≤3),2.0,0,2,,,,,,0.0,0.0,0.0,
LV,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
LV,Light (≤3),3.0,1,1,,,,,,1.0,0.0,1.0,
LV,Light (≤3),4.0,0,1,,,,,,0.0,0.0,0.0,
LV,Base (4),1.0,0,14,-0.05284997,0.42857143,2.7142856,0.14285715,0.21428572,0.0,0.0,0.0,3.2222223
LV,Base (4),1.0,1,3,,,,,,1.0,0.0,1.0,
LV,Base (4),2.0,0,26,0.26956642,0.46153846,4.8846154,0.23076923,0.3846154,0.0,0.0,0.0,3.6842105
LV,Base (4),2.0,1,3,,,,,,1.0,0.0,2.0,
LV,Base (4),3.0,0,17,-0.23142135,0.5294118,3.3529413,0.11764706,0.4117647,0.0,2.0,0.0,4.0
LV,Base (4),3.0,1,4,,,,,,1.0,0.0,1.0,
LV,Base (4),,0,4,,,,,,0.0,0.0,0.0,
LV,Blitz (5),1.0,0,3,,,,,,0.0,0.0,0.0,
LV,Blitz (5),1.0,1,1,,,,,,1.0,0.0,0.0,
LV,Blitz (5),2.0,0,2,,,,,,0.0,1.0,0.0,
LV,Blitz (5),3.0,0,1,,,,,,0.0,0.0,0.0,
LV,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
LV,Heavy Blitz (6+),1.0,0,2,,,,,,0.0,0.0,0.0,
LV,Heavy Blitz (6+),2.0,0,2,,,,,,0.0,0.0,0.0,
LV,Heavy Blitz (6+),2.0,1,2,,,,,,1.0,0.0,0.0,
LV,Heavy Blitz (6+),3.0,0,4,,,,,,0.0,0.0,0.0,
LV,Heavy Blitz (6+),3.0,1,2,,,,,,1.0,0.0,1.0,
LV,Heavy Blitz (6+),4.0,0,1,,,,,,0.0,0.0,0.0,
LV,,1.0,0,51,-0.15076067,0.4117647,2.0392158,0.09803922,0.09803922,0.0,0.0,0.0,
LV,,2.0,0,38,0.088100545,0.42105263,2.5263157,0.21052632,0.36842105,0.0,0.0,0.0,
LV,,3.0,0,16,-0.004474174,0.5,1.9375,0.1875,0.5,0.0,0.0,0.0,
LV,,4.0,0,7,,,,,,0.0,0.0,0.0,
LV,,,0,1,,,,,,0.0,0.0,0.0,
MIA,Light (≤3),2.0,0,3,,,,,,0.0,0.0,0.0,
MIA,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
MIA,Light (≤3),3.0,1,1,,,,,,1.0,0.0,0.0,
MIA,Light (≤3),4.0,0,1,,,,,,0.0,0.0,0.0,
MIA,Base (4),1.0,0,8,,,,,,0.0,1.0,0.0,
MIA,Base (4),1.0,1,1,,,,,,1.0,0.0,1.0,
MIA,Base (4),2.0,0,16,0.6270445,0.5625,7.4375,0.25,0.25,0.0,0.0,0.0,4.0
MIA,Base (4),2.0,1,1,,,,,,1.0,0.0,0.0,
MIA,Base (4),3.0,0,16,0.91107726,0.625,6.0625,0.375,0.6875,0.0,1.0,0.0,1.5
MIA,Base (4),3.0,1,4,,,,,,1.0,0.0,2.0,
MIA,Base (4),4.0,0,1,,,,,,0.0,0.0,0.0,
MIA,Base (4),,0,2,,,,,,0.0,0.0,0.0,
MIA,Blitz (5),1.0,0,9,,,,,,0.0,0.0,0.0,
MIA,Blitz (5),1.0,1,2,,,,,,1.0,0.0,0.0,
MIA,Blitz (5),2.0,0,7,,,,,,0.0,0.0,0.0,
MIA,Blitz (5),2.0,1,1,,,,,,1.0,0.0,0.0,
MIA,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
MIA,Heavy Blitz (6+),1.0,1,1,,,,,,1.0,0.0,1.0,
MIA,Heavy Blitz (6+),2.0,0,1,,,,,,0.0,0.0,0.0,
MIA,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,1.0,0.0,
MIA,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,0.0,
MIA,,1.0,0,43,0.03544607,0.44186047,3.6744187,0.1627907,0.25581396,0.0,0.0,0.0,
MIA,,2.0,0,23,-0.20254835,0.39130434,2.4347825,0.17391305,0.2173913,0.0,0.0,0.0,
MIA,,3.0,0,15,0.079263285,0.53333336,1.1333333,0.2,0.53333336,0.0,0.0,0.0,
MIA,,4.0,0,2,,,,,,0.0,0.0,0.0,
MIA,,,0,3,,,,,,0.0,0.0,0.0,
MIN,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
MIN,Base (4),1.0,0,5,,,,,,0.0,0.0,0.0,
MIN,Base (4),1.0,1,1,,,,,,1.0,0.0,0.0,
MIN,Base (4),2.0,0,8,,,,,,0.0,0.0,0.0,
MIN,Base (4),2.0,1,2,,,,,,1.0,0.0,1.0,
MIN,Base (4),3.0,0,9,,,,,,0.0,0.0,0.0,
MIN,Base (4),3.0,1,7,,,,,,1.0,0.0,3.0,
MIN,Base (4),4.0,0,3,,,,,,0.0,1.0,0.0,
MIN,Base (4),4.0,1,1,,,,,,1.0,0.0,1.0,
MIN,Blitz (5),1.0,0,8,,,,,,0.0,0.0,0.0,
MIN,Blitz (5),2.0,0,6,,,,,,0.0,0.0,0.0,
MIN,Blitz (5),3.0,0,3,,,,,,0.0,0.0,0.0,
MIN,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
MIN,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
MIN,Heavy Blitz (6+),1.0,1,1,,,,,,1.0,0.0,0.0,
MIN,Heavy Blitz (6+),2.0,0,7,,,,,,0.0,0.0,0.0,
MIN,Heavy Blitz (6+),2.0,1,2,,,,,,1.0,0.0,1.0,
MIN,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
MIN,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,1.0,
MIN,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
MIN,,1.0,0,37,-0.1270245,0.4054054,2.0,0.16216215,0.1891892,0.0,0.0,0.0,
MIN,,2.0,0,31,-0.0024302467,0.3548387,3.032258,0.16129032,0.29032257,0.0,0.0,0.0,
MIN,,3.0,0,17,-0.38868466,0.3529412,2.0,0.0,0.3529412,0.0,0.0,0.0,
MIN,,4.0,0,6,,,,,,0.0,0.0,0.0,
NE,Light (≤3),1.0,0,2,,,,,,0.0,0.0,0.0,
NE,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
NE,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
NE,Base (4),1.0,0,9,,,,,,0.0,1.0,0.0,
NE,Base (4),2.0,0,12,0.51611435,0.5833333,6.5,0.33333334,0.5833333,0.0,1.0,0.0,3.875
NE,Base (4),2.0,1,1,,,,,,1.0,0.0,0.0,
NE,Base (4),3.0,0,6,,,,,,0.0,0.0,0.0,
NE,Base (4),3.0,1,3,,,,,,1.0,0.0,2.0,
NE,Base (4),4.0,0,5,,,,,,0.0,0.0,0.0,
NE,Base (4),,0,1,,,,,,0.0,0.0,0.0,
NE,Blitz (5),1.0,0,5,,,,,,0.0,0.0,0.0,
NE,Blitz (5),2.0,0,3,,,,,,0.0,0.0,0.0,
NE,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
NE,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
NE,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
NE,Blitz (5),4.0,1,1,,,,,,1.0,0.0,0.0,
NE,Heavy Blitz (6+),1.0,0,2,,,,,,0.0,0.0,0.0,
NE,Heavy Blitz (6+),2.0,0,2,,,,,,0.0,0.0,0.0,
NE,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
NE,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,0.0,
NE,Heavy Blitz (6+),4.0,0,1,,,,,,0.0,0.0,0.0,
NE,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
NE,,1.0,0,23,0.047691256,0.4347826,3.5652175,0.08695652,0.08695652,0.0,0.0,0.0,
NE,,2.0,0,22,0.05478671,0.4090909,3.1363637,0.18181819,0.36363637,0.0,0.0,0.0,
NE,,3.0,0,9,,,,,,0.0,0.0,0.0,
NE,,,0,1,,,,,,0.0,0.0,0.0,
NO,Light (≤3),1.0,0,1,,,,,,0.0,0.0,0.0,
NO,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
NO,Base (4),1.0,0,12,-0.060412,0.5833333,5.75,0.16666667,0.25,0.0,1.0,0.0,5.285714
NO,Base (4),2.0,0,12,0.39475262,0.5833333,5.3333335,0.16666667,0.33333334,0.0,0.0,0.0,4.7777777
NO,Base (4),2.0,1,3,,,,,,1.0,0.0,1.0,
NO,Base (4),3.0,0,9,,,,,,0.0,0.0,0.0,
NO,Base (4),3.0,1,3,,,,,,1.0,0.0,2.0,
NO,Base (4),4.0,0,1,,,,,,0.0,0.0,0.0,
NO,Blitz (5),1.0,0,1,,,,,,0.0,0.0,0.0,
NO,Blitz (5),2.0,0,6,,,,,,0.0,0.0,0.0,
NO,Blitz (5),3.0,0,4,,,,,,0.0,0.0,0.0,
NO,Blitz (5),3.0,1,2,,,,,,1.0,0.0,1.0,
NO,Heavy Blitz (6+),1.0,0,4,,,,,,0.0,0.0,0.0,
NO,Heavy Blitz (6+),2.0,0,3,,,,,,0.0,0.0,0.0,
NO,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
NO,,1.0,0,32,-0.081531316,0.375,3.375,0.125,0.21875,0.0,0.0,0.0,
NO,,2.0,0,20,-0.59670293,0.55,2.35,0.25,0.45,0.0,0.0,0.0,
NO,,3.0,0,8,,,,,,0.0,0.0,0.0,
NO,,4.0,0,5,,,,,,0.0,0.0,0.0,
NO,,,0,2,,,,,,0.0,0.0,0.0,
NYG,Light (≤3),1.0,1,1,,,,,,1.0,0.0,0.0,
NYG,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
NYG,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
NYG,Light (≤3),4.0,0,1,,,,,,0.0,0.0,0.0,
NYG,Light (≤3),,0,1,,,,,,0.0,0.0,0.0,
NYG,Base (4),1.0,0,15,-0.16918114,0.2,2.6666667,0.0,0.0,0.0,0.0,0.0,2.75
NYG,Base (4),1.0,1,2,,,,,,1.0,0.0,1.0,
NYG,Base (4),2.0,0,15,0.5292777,0.6,4.5333333,0.2,0.4,0.0,0.0,0.0,4.7777777
NYG,Base (4),2.0,1,4,,,,,,1.0,1.0,0.0,
NYG,Base (4),3.0,0,18,0.17329587,0.44444445,4.8333335,0.2777778,0.3888889,0.0,1.0,0.0,4.25
NYG,Base (4),3.0,1,2,,,,,,1.0,0.0,1.0,
NYG,Base (4),4.0,0,3,,,,,,0.0,0.0,0.0,
NYG,Base (4),,0,2,,,,,,0.0,0.0,0.0,
NYG,Blitz (5),1.0,0,3,,,,,,0.0,0.0,0.0,
NYG,Blitz (5),2.0,0,9,,,,,,0.0,0.0,0.0,
NYG,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
NYG,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
NYG,Heavy Blitz (6+),2.0,0,8,,,,,,0.0,1.0,0.0,
NYG,Heavy Blitz (6+),2.0,1,1,,,,,,1.0,0.0,1.0,
NYG,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
NYG,Heavy Blitz (6+),3.0,1,3,,,,,,1.0,0.0,0.0,
NYG,,1.0,0,41,0.06217176,0.36585367,3.390244,0.14634146,0.17073171,0.0,0.0,0.0,
NYG,,2.0,0,16,0.5270058,0.5,4.625,0.4375,0.5,0.0,0.0,0.0,
NYG,,3.0,0,2,,,,,,0.0,0.0,0.0,
NYG,,4.0,0,2,,,,,,0.0,0.0,0.0,
NYG,,,0,1,,,,,,0.0,0.0,0.0,
NYJ,Base (4),1.0,0,25,0.35823882,0.56,4.92,0.24,0.32,0.0,0.0,0.0,2.9375
NYJ,Base (4),2.0,0,28,0.57129157,0.5,5.178571,0.32142857,0.4642857,0.0,0.0,0.0,3.8888888
NYJ,Base (4),2.0,1,2,,,,,,1.0,0.0,2.0,
NYJ,Base (4),3.0,0,12,-0.094719864,0.33333334,3.0,0.16666667,0.25,0.0,0.0,0.0,6.0
NYJ,Base (4),4.0,0,2,,,,,,0.0,0.0,0.0,
NYJ,Base (4),,0,2,,,,,,0.0,0.0,0.0,
NYJ,Blitz (5),1.0,0,4,,,,,,0.0,0.0,0.0,
NYJ,Blitz (5),2.0,0,3,,,,,,0.0,0.0,0.0,
NYJ,Blitz (5),3.0,0,4,,,,,,0.0,0.0,0.0,
NYJ,Blitz (5),3.0,1,2,,,,,,1.0,0.0,0.0,
NYJ,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
NYJ,Heavy Blitz (6+),1.0,0,2,,,,,,0.0,0.0,0.0,
NYJ,Heavy Blitz (6+),1.0,1,1,,,,,,1.0,0.0,0.0,
NYJ,Heavy Blitz (6+),2.0,0,3,,,,,,0.0,0.0,0.0,
NYJ,Heavy Blitz (6+),3.0,0,5,,,,,,0.0,0.0,0.0,
NYJ,Heavy Blitz (6+),4.0,0,1,,,,,,0.0,0.0,0.0,
NYJ,,1.0,0,47,0.16706121,0.4893617,3.6170213,0.21276596,0.25531915,0.0,0.0,0.0,
NYJ,,2.0,0,30,-0.04738028,0.4,3.0666666,0.1,0.33333334,0.0,0.0,0.0,
NYJ,,3.0,0,14,0.24813424,0.5714286,2.4285715,0.21428572,0.5714286,0.0,0.0,0.0,
NYJ,,4.0,0,2,,,,,,0.0,0.0,0.0,
PHI,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
PHI,Light (≤3),4.0,0,1,,,,,,0.0,0.0,0.0,
PHI,Base (4),1.0,0,16,0.1663012,0.5,5.75,0.25,0.375,0.0,1.0,0.0,6.625
PHI,Base (4),1.0,1,1,,,,,,1.0,0.0,1.0,
PHI,Base (4),2.0,0,12,-0.27502266,0.5,4.5833335,0.083333336,0.25,0.0,1.0,0.0,1.0
PHI,Base (4),2.0,1,1,,,,,,1.0,0.0,1.0,
PHI,Base (4),3.0,0,14,-0.48101643,0.21428572,2.357143,0.071428575,0.21428572,0.0,0.0,0.0,1.0
PHI,Base (4),3.0,1,3,,,,,,1.0,0.0,3.0,
PHI,Base (4),4.0,0,1,,,,,,0.0,0.0,0.0,
PHI,Base (4),4.0,1,2,,,,,,1.0,0.0,0.0,
PHI,Base (4),,0,2,,,,,,0.0,0.0,0.0,
PHI,Blitz (5),1.0,0,2,,,,,,0.0,0.0,0.0,
PHI,Blitz (5),1.0,1,3,,,,,,1.0,0.0,0.0,
PHI,Blitz (5),2.0,0,4,,,,,,0.0,0.0,0.0,
PHI,Blitz (5),2.0,1,2,,,,,,1.0,1.0,0.0,
PHI,Blitz (5),3.0,0,3,,,,,,0.0,0.0,0.0,
PHI,Blitz (5),3.0,1,2,,,,,,1.0,0.0,1.0,
PHI,Heavy Blitz (6+),1.0,0,1,,,,,,0.0,0.0,0.0,
PHI,Heavy Blitz (6+),2.0,0,3,,,,,,0.0,0.0,0.0,
PHI,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
PHI,,1.0,0,39,-0.12409204,0.4871795,2.6410255,0.17948718,0.20512821,0.0,0.0,0.0,
PHI,,2.0,0,25,0.27345273,0.52,3.72,0.2,0.4,0.0,0.0,0.0,
PHI,,3.0,0,14,-0.3869329,0.42857143,2.2857144,0.14285715,0.42857143,0.0,0.0,0.0,
PHI,,4.0,0,4,,,,,,0.0,0.0,0.0,
PHI,,,0,1,,,,,,0.0,0.0,0.0,
PIT,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
PIT,Light (≤3),3.0,0,3,,,,,,0.0,0.0,0.0,
PIT,Light (≤3),4.0,0,1,,,,,,0.0,0.0,0.0,
PIT,Base (4),1.0,0,11,0.38562557,0.36363637,4.2727275,0.27272728,0.27272728,0.0,0.0,0.0,0.25
PIT,Base (4),1.0,1,1,,,,,,1.0,0.0,0.0,
PIT,Base (4),2.0,0,13,0.5415008,0.53846157,4.923077,0.23076923,0.3846154,0.0,0.0,0.0,2.0
PIT,Base (4),2.0,1,4,,,,,,1.0,0.0,1.0,
PIT,Base (4),3.0,0,17,-0.0075562,0.3529412,3.1176472,0.29411766,0.29411766,0.0,1.0,0.0,1.25
PIT,Base (4),3.0,1,1,,,,,,1.0,0.0,0.0,
PIT,Base (4),4.0,0,3,,,,,,0.0,0.0,0.0,
PIT,Base (4),4.0,1,1,,,,,,1.0,0.0,0.0,
PIT,Base (4),,0,4,,,,,,0.0,0.0,0.0,
PIT,Blitz (5),1.0,0,11,0.22496821,0.36363637,4.181818,0.18181819,0.27272728,0.0,0.0,0.0,11.25
PIT,Blitz (5),1.0,1,1,,,,,,1.0,0.0,0.0,
PIT,Blitz (5),2.0,0,5,,,,,,0.0,0.0,0.0,
PIT,Blitz (5),2.0,1,2,,,,,,1.0,0.0,1.0,
PIT,Blitz (5),3.0,0,3,,,,,,0.0,0.0,0.0,
PIT,Blitz (5),3.0,1,2,,,,,,1.0,0.0,1.0,
PIT,Blitz (5),4.0,0,3,,,,,,0.0,0.0,0.0,
PIT,Heavy Blitz (6+),1.0,0,6,,,,,,0.0,0.0,0.0,
PIT,Heavy Blitz (6+),1.0,1,2,,,,,,1.0,0.0,0.0,
PIT,Heavy Blitz (6+),2.0,0,7,,,,,,0.0,0.0,0.0,
PIT,Heavy Blitz (6+),2.0,1,4,,,,,,1.0,0.0,2.0,
PIT,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
PIT,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,0.0,
PIT,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
PIT,,1.0,0,28,-0.05382486,0.32142857,2.7142856,0.10714286,0.14285715,0.0,0.0,0.0,
