defteam,coverage_look,down,pressure_flag,plays,epa_allowed,success_rate_allowed,yards_allowed,td_rate,first_down_rate,pressure_rate,interceptions,sacks,yac_allowed
PIT,,2.0,0,20,-0.5273096,0.35,2.8,0.05,0.25,0.0,0.0,0.0,
PIT,,3.0,0,11,0.39026406,0.36363637,3.5454545,0.27272728,0.45454547,0.0,0.0,0.0,
PIT,,4.0,0,4,,,,,,0.0,0.0,0.0,
PIT,,,0,2,,,,,,0.0,0.0,0.0,
SEA,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
SEA,Base (4),1.0,0,19,-0.085527115,0.42105263,2.7894738,0.10526316,0.15789473,0.0,0.0,0.0,4.0
SEA,Base (4),1.0,1,4,,,,,,1.0,0.0,2.0,
SEA,Base (4),2.0,0,26,0.18517688,0.5,4.9615383,0.1923077,0.3846154,0.0,1.0,0.0,2.8333333
SEA,Base (4),2.0,1,3,,,,,,1.0,0.0,1.0,
SEA,Base (4),3.0,0,20,0.016554473,0.4,4.15,0.2,0.3,0.0,1.0,0.0,1.1818181
SEA,Base (4),3.0,1,1,,,,,,1.0,0.0,0.0,
SEA,Base (4),4.0,0,4,,,,,,0.0,0.0,0.0,
SEA,Base (4),4.0,1,2,,,,,,1.0,1.0,0.0,
SEA,Base (4),,0,4,,,,,,0.0,0.0,0.0,
SEA,Blitz (5),1.0,0,3,,,,,,0.0,0.0,0.0,
SEA,Blitz (5),2.0,0,5,,,,,,0.0,0.0,0.0,
SEA,Blitz (5),2.0,1,1,,,,,,1.0,0.0,1.0,
SEA,Blitz (5),3.0,0,4,,,,,,0.0,0.0,0.0,
SEA,Blitz (5),3.0,1,1,,,,,,1.0,0.0,1.0,
SEA,Blitz (5),4.0,0,2,,,,,,0.0,0.0,0.0,
SEA,Heavy Blitz (6+),2.0,0,1,,,,,,0.0,0.0,0.0,
SEA,Heavy Blitz (6+),3.0,0,4,,,,,,0.0,0.0,0.0,
SEA,,1.0,0,30,-0.036176495,0.43333334,2.0,0.16666667,0.2,0.0,0.0,0.0,
SEA,,2.0,0,18,-0.4646635,0.16666667,1.0555556,0.055555556,0.055555556,0.0,0.0,0.0,
SEA,,3.0,0,12,-0.51107264,0.5,2.25,0.083333336,0.5,0.0,0.0,0.0,
SEA,,4.0,0,2,,,,,,0.0,0.0,0.0,
SEA,,,0,1,,,,,,0.0,0.0,0.0,
SF,Light (≤3),2.0,1,1,,,,,,1.0,0.0,0.0,
SF,Base (4),1.0,0,21,0.039012235,0.33333334,4.428571,0.04761905,0.14285715,0.0,0.0,0.0,4.818182
SF,Base (4),2.0,0,19,0.52162075,0.57894737,6.263158,0.31578946,0.47368422,0.0,0.0,0.0,3.3125
SF,Base (4),2.0,1,1,,,,,,1.0,0.0,1.0,
SF,Base (4),3.0,0,9,,,,,,0.0,0.0,0.0,
SF,Base (4),3.0,1,2,,,,,,1.0,0.0,1.0,
SF,Blitz (5),1.0,0,5,,,,,,0.0,1.0,0.0,
SF,Blitz (5),2.0,0,8,,,,,,0.0,0.0,0.0,
SF,Blitz (5),3.0,0,4,,,,,,0.0,0.0,0.0,
SF,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
SF,Blitz (5),,0,3,,,,,,0.0,0.0,0.0,
SF,Heavy Blitz (6+),1.0,0,2,,,,,,0.0,0.0,0.0,
SF,Heavy Blitz (6+),1.0,1,1,,,,,,1.0,0.0,1.0,
SF,Heavy Blitz (6+),3.0,0,2,,,,,,0.0,0.0,0.0,
SF,Heavy Blitz (6+),3.0,1,1,,,,,,1.0,0.0,0.0,
SF,,1.0,0,26,-0.113120586,0.5769231,2.9230769,0.1923077,0.26923078,0.0,0.0,0.0,
SF,,2.0,0,21,0.16826282,0.47619048,3.5714285,0.1904762,0.42857143,0.0,0.0,0.0,
SF,,3.0,0,10,-0.2581829,0.5,2.7,0.1,0.5,0.0,0.0,0.0,
SF,,4.0,0,3,,,,,,0.0,0.0,0.0,
SF,,,0,3,,,,,,0.0,0.0,0.0,
TB,Light (≤3),1.0,0,1,,,,,,0.0,0.0,0.0,
TB,Base (4),1.0,0,13,0.24630108,0.46153846,5.0,0.15384616,0.3846154,0.0,0.0,0.0,4.0
TB,Base (4),1.0,1,3,,,,,,1.0,0.0,1.0,
TB,Base (4),2.0,0,13,0.3432368,0.6923077,6.6153846,0.30769232,0.30769232,0.0,1.0,0.0,2.7
TB,Base (4),2.0,1,2,,,,,,1.0,0.0,1.0,
TB,Base (4),3.0,0,13,-0.11306891,0.3846154,2.9230769,0.30769232,0.3846154,0.0,1.0,0.0,0.0
TB,Base (4),3.0,1,1,,,,,,1.0,0.0,1.0,
TB,Base (4),4.0,0,4,,,,,,0.0,0.0,0.0,
TB,Base (4),,0,2,,,,,,0.0,0.0,0.0,
TB,Blitz (5),1.0,0,7,,,,,,0.0,0.0,0.0,
TB,Blitz (5),1.0,1,1,,,,,,1.0,0.0,0.0,
TB,Blitz (5),2.0,0,2,,,,,,0.0,0.0,0.0,
TB,Blitz (5),3.0,0,1,,,,,,0.0,0.0,0.0,
TB,Blitz (5),4.0,0,1,,,,,,0.0,0.0,0.0,
TB,Blitz (5),,0,1,,,,,,0.0,0.0,0.0,
TB,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
TB,Heavy Blitz (6+),2.0,0,2,,,,,,0.0,0.0,0.0,
TB,Heavy Blitz (6+),2.0,1,1,,,,,,1.0,0.0,0.0,
TB,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
TB,Heavy Blitz (6+),4.0,0,1,,,,,,0.0,0.0,0.0,
TB,Heavy Blitz (6+),,0,1,,,,,,0.0,0.0,0.0,
TB,,1.0,0,21,-0.03756975,0.52380955,3.7142856,0.23809524,0.33333334,0.0,0.0,0.0,
TB,,2.0,0,15,-0.12729059,0.26666668,3.0,0.06666667,0.2,0.0,0.0,0.0,
TB,,3.0,0,12,0.07068197,0.5833333,1.4166666,0.25,0.5833333,0.0,0.0,0.0,
TEN,Light (≤3),3.0,0,1,,,,,,0.0,0.0,0.0,
TEN,Base (4),1.0,0,19,0.28227353,0.42105263,4.7894735,0.2631579,0.31578946,0.0,0.0,0.0,4.928571
TEN,Base (4),2.0,0,20,0.23298702,0.4,4.3,0.2,0.25,0.0,0.0,0.0,2.8333333
TEN,Base (4),2.0,1,2,,,,,,1.0,0.0,1.0,
TEN,Base (4),3.0,0,16,0.9396289,0.6875,4.9375,0.375,0.5,0.0,0.0,0.0,0.7
TEN,Base (4),3.0,1,2,,,,,,1.0,0.0,2.0,
TEN,Base (4),4.0,0,1,,,,,,0.0,0.0,0.0,
TEN,Base (4),,0,1,,,,,,0.0,0.0,0.0,
TEN,Blitz (5),1.0,0,2,,,,,,0.0,0.0,0.0,
TEN,Blitz (5),1.0,1,1,,,,,,1.0,0.0,0.0,
TEN,Blitz (5),2.0,0,4,,,,,,0.0,0.0,0.0,
TEN,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
TEN,Blitz (5),3.0,1,2,,,,,,1.0,0.0,1.0,
TEN,Blitz (5),4.0,1,1,,,,,,1.0,0.0,1.0,
TEN,Blitz (5),,0,1,,,,,,0.0,0.0,0.0,
TEN,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
TEN,Heavy Blitz (6+),2.0,1,2,,,,,,1.0,0.0,0.0,
TEN,Heavy Blitz (6+),3.0,0,3,,,,,,0.0,0.0,0.0,
TEN,,1.0,0,42,0.15412971,0.5,3.547619,0.23809524,0.26190478,0.0,0.0,0.0,
TEN,,2.0,0,21,-0.020441396,0.47619048,1.8571428,0.1904762,0.33333334,0.0,0.0,0.0,
TEN,,3.0,0,6,,,,,,0.0,0.0,0.0,
TEN,,4.0,0,1,,,,,,0.0,0.0,0.0,
TEN,,,0,1,,,,,,0.0,0.0,0.0,
WAS,Light (≤3),2.0,0,1,,,,,,0.0,0.0,0.0,
WAS,Base (4),1.0,0,20,0.25466114,0.45,4.15,0.3,0.3,0.0,0.0,0.0,3.75
WAS,Base (4),2.0,0,16,0.6313973,0.625,5.25,0.3125,0.5625,0.0,0.0,0.0,3.4166667
WAS,Base (4),2.0,1,2,,,,,,1.0,0.0,0.0,
WAS,Base (4),3.0,0,18,-0.17420234,0.3888889,4.7222223,0.16666667,0.3888889,0.0,2.0,0.0,3.1666667
WAS,Base (4),3.0,1,4,,,,,,1.0,0.0,3.0,
WAS,Base (4),4.0,0,6,,,,,,0.0,0.0,0.0,
WAS,Base (4),4.0,1,1,,,,,,1.0,0.0,0.0,
WAS,Base (4),,0,2,,,,,,0.0,0.0,0.0,
WAS,Blitz (5),1.0,0,2,,,,,,0.0,0.0,0.0,
WAS,Blitz (5),1.0,1,3,,,,,,1.0,0.0,0.0,
WAS,Blitz (5),2.0,0,8,,,,,,0.0,0.0,0.0,
WAS,Blitz (5),2.0,1,2,,,,,,1.0,0.0,1.0,
WAS,Blitz (5),3.0,0,2,,,,,,0.0,0.0,0.0,
WAS,Blitz (5),3.0,1,1,,,,,,1.0,0.0,0.0,
WAS,Blitz (5),4.0,1,1,,,,,,1.0,0.0,0.0,
WAS,Heavy Blitz (6+),1.0,0,3,,,,,,0.0,0.0,0.0,
WAS,Heavy Blitz (6+),3.0,0,1,,,,,,0.0,0.0,0.0,
WAS,Heavy Blitz (6+),3.0,1,2,,,,,,1.0,0.0,0.0,
WAS,,1.0,0,44,0.08868116,0.5,3.8636363,0.11363637,0.13636364,0.0,0.0,0.0,
WAS,,2.0,0,37,0.023592692,0.5135135,3.1891892,0.16216215,0.43243244,0.0,0.0,0.0,
WAS,,3.0,0,12,0.3977286,0.5833333,2.5833333,0.41666666,0.5833333,0.0,0.0,0.0,
WAS,,4.0,0,2,,,,,,0.0,0.0,0.0,
WAS,,,0,2,,,,,,0.0,0.0,0.0,
