defteam,score_bucket,qtr,plays,epa_allowed,success_rate_allowed,yards_allowed,td_rate,first_down_rate,pressure_rate,interceptions,sacks,yac_allowed
KC,Slight Deficit,3.0,54,0.059393123,0.4814815,6.0555553,0.037037037,0.2777778,0.09259259259259259,0.0,2.0,3.8235295
KC,Slight Deficit,4.0,70,0.0066383667,0.47142857,4.1714287,0.028571429,0.2857143,0.07142857142857142,0.0,3.0,5.2727275
KC,Tied,3.0,34,0.1573958,0.44117647,6.5588236,0.029411765,0.29411766,0.11764705882352941,0.0,1.0,6.7
KC,Tied,4.0,49,0.05328789,0.4489796,4.142857,0.040816326,0.2857143,0.10204081632653061,0.0,1.0,2.6875
KC,Tied,5.0,3,,,,,,0.0,0.0,0.0,
KC,Slight Lead,3.0,24,0.3842236,0.6666667,6.375,0.041666668,0.375,0.08333333333333333,0.0,1.0,4.7
KC,Slight Lead,4.0,27,0.21202575,0.4814815,6.7777777,0.074074075,0.2962963,0.14814814814814814,0.0,1.0,6.181818
KC,Leading (7-13),3.0,32,0.2861398,0.625,8.0,0.03125,0.46875,0.03125,0.0,1.0,7.3125
KC,Leading (7-13),4.0,34,-0.3122815,0.4117647,3.8235295,0.029411765,0.1764706,0.2647058823529412,0.0,2.0,3.0
KC,Up Big,3.0,22,-0.3406375,0.18181819,4.3636365,0.0,0.18181819,0.13636363636363635,0.0,3.0,4.3636365
KC,Up Big,4.0,32,-0.4058013,0.34375,5.25,0.03125,0.1875,0.125,1.0,0.0,4.5
LA,Down Big,3.0,10,0.0882674,0.5,7.6,0.0,0.3,0.0,0.0,0.0,6.25
LA,Down (7-13),3.0,12,-0.036180664,0.5,5.0,0.0,0.33333334,0.25,0.0,0.0,3.0
LA,Down (7-13),4.0,6,,,,,,0.0,0.0,0.0,
LA,Slight Deficit,3.0,19,0.1888669,0.57894737,4.7894735,0.0,0.2631579,0.0,0.0,0.0,1.8333334
LA,Slight Deficit,4.0,13,-0.75477064,0.07692308,1.3076923,0.0,0.07692308,0.07692307692307693,0.0,1.0,1.5
LA,Tied,3.0,10,-0.13331668,0.3,3.5,0.0,0.3,0.1,0.0,1.0,3.5
LA,Tied,4.0,36,-0.17940485,0.25,3.25,0.0,0.19444445,0.25,0.0,3.0,5.3636365
LA,Tied,5.0,7,,,,,,0.2857142857142857,0.0,1.0,
LA,Slight Lead,3.0,79,-0.19736785,0.39240506,6.202532,0.03797468,0.278481,0.11392405063291139,4.0,2.0,6.821429
LA,Slight Lead,4.0,60,0.02584997,0.45,5.133333,0.05,0.3,0.1,0.0,3.0,4.5384617
LA,Slight Lead,5.0,1,,,,,,0.0,0.0,0.0,
LA,Leading (7-13),3.0,28,-0.017005792,0.42857143,6.964286,0.071428575,0.32142857,0.07142857142857142,0.0,2.0,3.7692308
LA,Leading (7-13),4.0,43,-0.06689127,0.44186047,6.1860466,0.046511628,0.30232558,0.13953488372093023,2.0,0.0,4.0
LA,Leading (7-13),5.0,9,,,,,,0.0,0.0,0.0,
LA,Up Big,3.0,85,-0.24358143,0.4,4.788235,0.023529412,0.25882354,0.08235294117647059,1.0,3.0,4.6666665
LA,Up Big,4.0,149,-0.037238415,0.47651008,5.456376,0.033557046,0.32214764,0.174496644295302,3.0,10.0,3.6911764
LAC,Down Big,3.0,16,0.5796416,0.625,8.1875,0.0625,0.5,0.0625,0.0,0.0,5.6666665
LAC,Down Big,4.0,27,-0.06088915,0.4074074,4.4074073,0.074074075,0.2962963,0.07407407407407407,0.0,0.0,1.5
LAC,Down (7-13),3.0,47,0.015439293,0.42553192,5.5319147,0.04255319,0.25531915,0.02127659574468085,0.0,1.0,7.857143
LAC,Down (7-13),4.0,41,-0.11326267,0.4390244,4.5365853,0.024390243,0.2195122,0.0975609756097561,0.0,2.0,9.8
LAC,Slight Deficit,3.0,26,-0.3423235,0.30769232,2.5,0.03846154,0.1923077,0.15384615384615385,0.0,2.0,7.0
LAC,Slight Deficit,4.0,33,-0.297439,0.42424244,4.757576,0.0,0.24242425,0.030303030303030304,1.0,1.0,7.125
LAC,Tied,3.0,13,-0.080354705,0.3846154,4.6153846,0.07692308,0.30769232,0.07692307692307693,0.0,1.0,14.0
LAC,Tied,4.0,13,-0.33209595,0.15384616,2.9230769,0.0,0.15384616,0.15384615384615385,0.0,1.0,9.0
LAC,Slight Lead,3.0,21,0.0053559314,0.47619048,7.047619,0.04761905,0.33333334,0.047619047619047616,1.0,0.0,5.0
LAC,Slight Lead,4.0,35,0.29237878,0.54285717,6.885714,0.057142857,0.37142858,0.08571428571428572,3.0,2.0,4.7647057
LAC,Slight Lead,5.0,9,,,,,,0.1111111111111111,1.0,0.0,
LAC,Leading (7-13),3.0,49,-0.13217232,0.42857143,4.9183674,0.020408163,0.24489796,0.10204081632653061,0.0,4.0,4.733333
LAC,Leading (7-13),4.0,60,-0.20013641,0.33333334,4.7166667,0.033333335,0.26666668,0.15,1.0,4.0,7.6666665
LAC,Up Big,3.0,28,-0.21143031,0.35714287,3.0,0.035714287,0.25,0.10714285714285714,0.0,2.0,7.5
LAC,Up Big,4.0,48,-0.41665113,0.4375,4.5208335,0.041666668,0.27083334,0.10416666666666667,2.0,1.0,5.185185
LV,Down Big,3.0,82,0.43213862,0.6097561,7.1463413,0.085365854,0.42682928,0.036585365853658534,0.0,1.0,6.0384617
LV,Down Big,4.0,109,-0.07277553,0.42201835,4.40367,0.027522936,0.25688073,0.05504587155963303,0.0,2.0,7.0384617
LV,Down (7-13),3.0,49,0.15868771,0.42857143,5.408163,0.040816326,0.30612245,0.10204081632653061,0.0,3.0,5.5263157
LV,Down (7-13),4.0,44,-0.0711657,0.4318182,4.340909,0.045454547,0.29545453,0.045454545454545456,0.0,1.0,6.7777777
LV,Slight Deficit,3.0,9,,,,,,0.1111111111111111,1.0,0.0,
LV,Slight Deficit,4.0,34,-0.068699546,0.47058824,5.0588236,0.029411765,0.29411766,0.0,1.0,0.0,3.25
LV,Tied,3.0,22,-0.15087275,0.45454547,5.4545455,0.045454547,0.18181819,0.09090909090909091,0.0,1.0,5.2
LV,Tied,5.0,10,0.3815445,0.7,4.4,0.1,0.5,0.1,0.0,0.0,0.0
LV,Slight Lead,3.0,53,-0.06813787,0.41509435,4.207547,0.018867925,0.2264151,0.07547169811320754,0.0,3.0,4.4117646
LV,Slight Lead,4.0,52,0.09038362,0.42307693,4.9615383,0.057692308,0.30769232,0.1346153846153846,0.0,4.0,5.266667
LV,Leading (7-13),3.0,3,,,,,,0.3333333333333333,0.0,0.0,
LV,Leading (7-13),4.0,24,-0.20931025,0.375,4.5416665,0.0,0.29166666,0.25,0.0,4.0,4.8333335
LV,Up Big,3.0,7,,,,,,0.14285714285714285,0.0,1.0,
LV,Up Big,4.0,15,-0.07878273,0.46666667,4.2,0.06666667,0.26666668,0.06666666666666667,0.0,0.0,3.3
MIA,Down Big,3.0,50,0.5032055,0.62,8.92,0.06,0.42,0.06,0.0,0.0,5.1875
MIA,Down Big,4.0,69,-0.039311092,0.33333334,4.289855,0.072463766,0.26086956,0.043478260869565216,0.0,2.0,5.7777777
MIA,Down (7-13),3.0,49,0.38533592,0.5102041,6.877551,0.08163265,0.36734694,0.02040816326530612,0.0,0.0,6.428571
MIA,Down (7-13),4.0,12,-0.21169417,0.33333334,4.75,0.0,0.16666667,0.08333333333333333,0.0,1.0,23.0
MIA,Slight Deficit,3.0,17,0.77964824,0.7647059,8.470589,0.1764706,0.47058824,0.0,0.0,0.0,5.142857
MIA,Slight Deficit,4.0,15,-0.26338395,0.2,3.1333334,0.0,0.13333334,0.06666666666666667,0.0,0.0,7.6
MIA,Tied,3.0,14,0.77056545,0.78571427,9.142858,0.14285715,0.5714286,0.14285714285714285,0.0,1.0,10.0
MIA,Tied,4.0,27,0.07653665,0.4814815,6.5925927,0.037037037,0.2962963,0.037037037037037035,0.0,0.0,7.714286
MIA,Tied,5.0,1,,,,,,1.0,1.0,0.0,
MIA,Slight Lead,3.0,31,0.32757,0.5483871,6.677419,0.06451613,0.3548387,0.06451612903225806,0.0,2.0,6.0
MIA,Slight Lead,4.0,30,0.24856888,0.46666667,7.233333,0.06666667,0.36666667,0.06666666666666667,0.0,0.0,8.777778
MIA,Leading (7-13),3.0,29,0.045974217,0.44827586,5.206897,0.0,0.27586207,0.13793103448275862,0.0,3.0,3.375
MIA,Leading (7-13),4.0,50,-0.003271613,0.56,6.92,0.04,0.32,0.06,1.0,2.0,6.793103
MIA,Up Big,3.0,62,-0.009235276,0.5,6.16129,0.032258064,0.33870968,0.04838709677419355,1.0,2.0,4.6666665
MIA,Up Big,4.0,69,0.12249856,0.49275362,6.2028985,0.057971016,0.3478261,0.13043478260869565,1.0,5.0,3.3636363
MIN,Down Big,3.0,28,0.016751258,0.60714287,6.178571,0.0,0.35714287,0.03571428571428571,1.0,0.0,9.857142
MIN,Down Big,4.0,52,-0.14074028,0.30769232,3.1538463,0.03846154,0.21153846,0.07692307692307693,0.0,2.0,4.0
MIN,Down (7-13),3.0,62,0.014328588,0.46774194,5.274194,0.016129032,0.33870968,0.0,0.0,0.0,4.7647057
MIN,Down (7-13),4.0,35,-0.03718127,0.42857143,4.6,0.028571429,0.2857143,0.08571428571428572,0.0,2.0,7.5
MIN,Slight Deficit,3.0,55,0.24323349,0.5272727,6.8727274,0.054545455,0.3272727,0.07272727272727272,0.0,1.0,5.8235292
MIN,Slight Deficit,4.0,59,-0.09604651,0.40677965,4.2881355,0.033898305,0.23728813,0.06779661016949153,0.0,3.0,7.111111
MIN,Tied,3.0,14,-0.34291384,0.2857143,4.357143,0.0,0.21428572,0.21428571428571427,1.0,1.0,9.0
MIN,Slight Lead,3.0,42,-0.10827788,0.3809524,5.0,0.023809524,0.26190478,0.09523809523809523,1.0,1.0,7.3333335
MIN,Slight Lead,4.0,40,-0.49453944,0.3,3.45,0.0,0.2,0.15,0.0,4.0,4.3
MIN,Leading (7-13),3.0,25,-0.024130363,0.48,4.48,0.0,0.32,0.16,0.0,4.0,4.1666665
MIN,Leading (7-13),4.0,44,-0.021405587,0.38636363,7.068182,0.045454547,0.3409091,0.11363636363636363,0.0,2.0,4.65
MIN,Up Big,3.0,28,-0.7798757,0.2857143,2.892857,0.0,0.10714286,0.10714285714285714,3.0,3.0,4.6
MIN,Up Big,4.0,30,-0.16842198,0.5,4.7,0.033333335,0.26666668,0.06666666666666667,0.0,2.0,4.5
NE,Down (7-13),3.0,9,,,,,,0.2222222222222222,1.0,0.0,
NE,Down (7-13),4.0,17,0.10085098,0.3529412,5.7058825,0.0,0.23529412,0.11764705882352941,0.0,0.0,2.6
NE,Slight Deficit,3.0,20,0.12693393,0.45,6.9,0.0,0.3,0.15,0.0,2.0,6.9
NE,Slight Deficit,4.0,16,-0.01729709,0.3125,4.125,0.0625,0.25,0.125,0.0,0.0,0.5
NE,Tied,3.0,5,,,,,,0.2,0.0,1.0,
NE,Tied,4.0,14,0.10562229,0.5,5.071429,0.071428575,0.2857143,0.07142857142857142,0.0,0.0,7.4
NE,Slight Lead,3.0,51,0.29907155,0.5294118,7.1568627,0.05882353,0.3529412,0.0196078431372549,1.0,0.0,5.1
NE,Slight Lead,4.0,91,-0.117624365,0.41758242,5.076923,0.021978023,0.2857143,0.14285714285714285,1.0,5.0,4.2894735
NE,Leading (7-13),3.0,64,-0.20779863,0.453125,4.5625,0.046875,0.296875,0.078125,2.0,1.0,4.904762
NE,Leading (7-13),4.0,58,0.11485737,0.4827586,5.275862,0.06896552,0.36206895,0.10344827586206896,0.0,3.0,2.9565217
NE,Up Big,3.0,82,-0.18692407,0.4390244,3.9756098,0.024390243,0.24390244,0.0975609756097561,1.0,4.0,3.4482758
NE,Up Big,4.0,103,-0.08826047,0.407767,5.067961,0.03883495,0.27184466,0.11650485436893204,1.0,4.0,4.840909
NO,Down Big,3.0,24,0.13332553,0.5,5.4166665,0.0,0.41666666,0.08333333333333333,0.0,0.0,4.2
NO,Down Big,4.0,48,-0.35275117,0.3125,3.0,0.020833334,0.1875,0.0,0.0,0.0,7.25
NO,Down (7-13),3.0,60,-0.10522694,0.38333333,4.5333333,0.016666668,0.23333333,0.08333333333333333,0.0,4.0,4.0555553
NO,Down (7-13),4.0,71,-0.1588881,0.32394367,4.0140843,0.0,0.23943663,0.09859154929577464,0.0,4.0,4.428571
NO,Slight Deficit,3.0,77,0.30941635,0.5194805,7.818182,0.038961038,0.42857143,0.03896103896103896,1.0,1.0,5.888889
NO,Slight Deficit,4.0,66,-0.031138565,0.3181818,5.378788,0.045454547,0.24242425,0.09090909090909091,0.0,3.0,5.6190476
NO,Tied,3.0,3,,,,,,0.0,0.0,0.0,
NO,Tied,4.0,10,-0.62523097,0.1,2.2,0.0,0.1,0.1,0.0,1.0,0.0
NO,Slight Lead,3.0,51,-0.112897985,0.50980395,4.392157,0.019607844,0.3137255,0.0784313725490196,0.0,3.0,4.647059
NO,Slight Lead,4.0,11,-2.0416033,0.09090909,-0.54545456,0.09090909,0.0,0.2727272727272727,1.0,1.0,-4.0
NO,Leading (7-13),3.0,1,,,,,,0.0,0.0,0.0,
NO,Leading (7-13),4.0,62,-0.4259318,0.32258064,3.516129,0.0,0.19354838,0.11290322580645161,3.0,2.0,4.2173915
NO,Up Big,4.0,15,-0.37702167,0.2,2.4666667,0.0,0.13333334,0.26666666666666666,0.0,3.0,4.428571
NYG,Down Big,3.0,12,-0.035928156,0.33333334,2.9166667,0.0,0.25,0.0,0.0,0.0,1.6666666
NYG,Down Big,4.0,37,0.10761545,0.5675676,7.4054055,0.027027028,0.4054054,0.10810810810810811,0.0,3.0,9.0
NYG,Down (7-13),3.0,55,-0.051529825,0.45454547,4.890909,0.0,0.23636363,0.05454545454545454,0.0,1.0,3.142857
NYG,Down (7-13),4.0,64,0.39853525,0.546875,7.546875,0.09375,0.390625,0.0625,0.0,2.0,8.214286
NYG,Slight Deficit,3.0,41,0.1359712,0.46341464,5.487805,0.024390243,0.29268292,0.024390243902439025,0.0,0.0,2.9444444
NYG,Slight Deficit,4.0,5,,,,,,0.0,0.0,0.0,
NYG,Tied,3.0,6,,,,,,0.16666666666666666,0.0,0.0,
NYG,Tied,4.0,13,0.07678175,0.3846154,3.6153846,0.0,0.30769232,0.15384615384615385,0.0,1.0,5.3333335
NYG,Tied,5.0,13,0.27172533,0.53846157,11.538462,0.07692308,0.3846154,0.15384615384615385,0.0,1.0,6.0
NYG,Slight Lead,3.0,40,-0.32141644,0.375,5.375,0.025,0.225,0.075,3.0,1.0,6.3076925
NYG,Slight Lead,4.0,69,0.38699892,0.5362319,7.4492755,0.072463766,0.3768116,0.14492753623188406,0.0,1.0,2.935484
NYG,Leading (7-13),3.0,30,-0.13107075,0.33333334,5.266667,0.033333335,0.26666668,0.03333333333333333,0.0,1.0,2.5555556
NYG,Leading (7-13),4.0,28,-0.026113084,0.53571427,8.142858,0.10714286,0.35714287,0.10714285714285714,2.0,0.0,4.3333335
NYG,Up Big,3.0,39,0.20501383,0.43589744,5.974359,0.025641026,0.33333334,0.10256410256410256,0.0,1.0,6.8461537
NYG,Up Big,4.0,41,-0.014102915,0.4390244,5.756098,0.07317073,0.31707317,0.07317073170731707,1.0,2.0,4.631579
NYJ,Down Big,3.0,110,0.16983508,0.4909091,5.9454546,0.036363635,0.33636364,0.01818181818181818,0.0,1.0,5.8846154
NYJ,Down Big,4.0,68,0.052461207,0.45588234,5.2941175,0.0882353,0.32352942,0.029411764705882353,0.0,1.0,9.416667
NYJ,Down (7-13),3.0,54,0.22175992,0.4074074,5.6296296,0.074074075,0.35185185,0.09259259259259259,0.0,1.0,3.8
NYJ,Down (7-13),4.0,85,-0.04629133,0.3764706,5.317647,0.011764706,0.29411766,0.08235294117647059,0.0,3.0,4.6190476
NYJ,Slight Deficit,3.0,25,0.09301782,0.36,4.84,0.08,0.32,0.04,0.0,1.0,7.75
NYJ,Slight Deficit,4.0,14,-0.4399216,0.071428575,2.4285715,0.0,0.071428575,0.14285714285714285,0.0,2.0,
NYJ,Tied,3.0,30,0.16214485,0.43333334,6.3333335,0.033333335,0.33333334,0.1,0.0,1.0,12.666667
NYJ,Tied,4.0,14,0.27610305,0.35714287,5.357143,0.071428575,0.2857143,0.14285714285714285,0.0,0.0,17.0
NYJ,Slight Lead,3.0,22,-0.17916189,0.3181818,3.0,0.045454547,0.18181819,0.09090909090909091,0.0,1.0,2.3333333
NYJ,Slight Lead,4.0,35,-0.085815236,0.34285715,4.742857,0.028571429,0.2857143,0.05714285714285714,0.0,1.0,5.3076925
NYJ,Leading (7-13),3.0,8,,,,,,0.0,0.0,0.0,
NYJ,Leading (7-13),4.0,17,-0.04345356,0.4117647,4.647059,0.05882353,0.29411766,0.11764705882352941,0.0,2.0,1.5
PHI,Down Big,4.0,9,,,,,,0.0,0.0,0.0,
PHI,Down (7-13),3.0,21,-0.118116535,0.42857143,5.0,0.04761905,0.23809524,0.23809523809523808,0.0,3.0,6.3333335
PHI,Down (7-13),4.0,24,-0.05292833,0.20833333,3.9166667,0.083333336,0.20833333,0.0,0.0,0.0,4.75
PHI,Slight Deficit,3.0,56,-0.23081347,0.42857143,4.267857,0.017857144,0.23214285,0.125,1.0,3.0,3.2222223
PHI,Slight Deficit,4.0,23,-0.030443875,0.4347826,4.3913045,0.04347826,0.3478261,0.17391304347826086,0.0,1.0,4.125
PHI,Tied,3.0,4,,,,,,0.0,0.0,0.0,
PHI,Tied,4.0,26,-0.0628401,0.3846154,4.6538463,0.03846154,0.26923078,0.11538461538461539,0.0,1.0,11.2
PHI,Tied,5.0,5,,,,,,0.0,0.0,0.0,
PHI,Slight Lead,3.0,48,-0.23377043,0.375,5.2708335,0.0,0.25,0.0625,1.0,0.0,5.4166665
PHI,Slight Lead,4.0,68,-0.25494257,0.36764705,4.147059,0.0,0.22058824,0.08823529411764706,1.0,2.0,2.0526316
PHI,Leading (7-13),3.0,65,-0.2599082,0.44615385,5.2,0.015384615,0.26153848,0.09230769230769231,0.0,2.0,8.181818
PHI,Leading (7-13),4.0,125,0.11519186,0.432,4.952,0.056,0.288,0.096,1.0,5.0,4.131579
PHI,Up Big,3.0,68,0.09211087,0.42647058,7.147059,0.04411765,0.29411766,0.11764705882352941,1.0,3.0,7.095238
PHI,Up Big,4.0,28,0.16906326,0.60714287,4.964286,0.10714286,0.35714287,0.14285714285714285,0.0,2.0,4.25
PIT,Down Big,4.0,25,-0.118972644,0.36,2.6,0.0,0.2,0.04,0.0,1.0,6.2
PIT,Down (7-13),3.0,42,0.028779468,0.45238096,5.3095236,0.0,0.33333334,0.09523809523809523,0.0,2.0,7.1666665
PIT,Down (7-13),4.0,30,0.46048307,0.4,8.166667,0.1,0.4,0.06666666666666667,0.0,1.0,12.857142
PIT,Slight Deficit,3.0,43,0.25688908,0.44186047,6.395349,0.046511628,0.3255814,0.046511627906976744,0.0,1.0,3.1333334
PIT,Slight Deficit,4.0,43,-0.062257133,0.3255814,4.1860466,0.069767445,0.18604651,0.046511627906976744,1.0,1.0,6.6666665
PIT,Tied,3.0,13,-0.78175163,0.23076923,1.2307693,0.0,0.07692308,0.23076923076923078,1.0,1.0,6.0
PIT,Tied,4.0,13,-0.15668121,0.46153846,6.230769,0.0,0.3846154,0.15384615384615385,0.0,1.0,2.75
PIT,Slight Lead,3.0,36,-0.023736127,0.44444445,7.138889,0.055555556,0.33333334,0.05555555555555555,1.0,0.0,5.866667
PIT,Slight Lead,4.0,69,0.26561192,0.46376812,7.2753625,0.057971016,0.3043478,0.11594202898550725,0.0,2.0,6.923077
PIT,Leading (7-13),3.0,90,-0.022969555,0.51111114,5.4,0.033333335,0.3,0.1111111111111111,2.0,6.0,5.4827585
PIT,Leading (7-13),4.0,74,0.28153372,0.5540541,6.8783784,0.054054055,0.35135135,0.0945945945945946,1.0,3.0,5.4736843
PIT,Up Big,3.0,6,,,,,,0.3333333333333333,0.0,2.0,
PIT,Up Big,4.0,88,0.018987209,0.5,5.5,0.056818184,0.3409091,0.17045454545454544,0.0,6.0,3.847826
SEA,Down Big,4.0,3,,,,,,0.0,0.0,0.0,
SEA,Down (7-13),3.0,12,0.41727653,0.41666666,8.333333,0.0,0.25,0.0,0.0,0.0,11.0
SEA,Down (7-13),4.0,12,-0.47768387,0.25,1.5,0.083333336,0.083333336,0.16666666666666666,0.0,0.0,1.3333334
SEA,Slight Deficit,3.0,24,-0.352877,0.375,3.9583333,0.041666668,0.16666667,0.041666666666666664,0.0,0.0,4.3333335
SEA,Slight Deficit,4.0,13,-0.2228364,0.46153846,4.076923,0.07692308,0.30769232,0.0,0.0,0.0,5.5
SEA,Tied,3.0,14,-0.1780488,0.35714287,11.142858,0.071428575,0.35714287,0.07142857142857142,1.0,0.0,15.2
SEA,Tied,4.0,26,-0.14320548,0.34615386,5.230769,0.0,0.23076923,0.11538461538461539,1.0,1.0,5.111111
SEA,Tied,5.0,8,,,,,,0.125,0.0,0.0,
SEA,Slight Lead,3.0,34,0.22132623,0.5588235,6.9411764,0.029411765,0.32352942,0.029411764705882353,1.0,0.0,7.6153846
SEA,Slight Lead,4.0,24,0.25976625,0.33333334,6.0833335,0.041666668,0.29166666,0.16666666666666666,1.0,0.0,2.4
SEA,Leading (7-13),3.0,31,-0.72742,0.32258064,3.903226,0.0,0.16129032,0.0967741935483871,2.0,1.0,5.3333335
SEA,Leading (7-13),4.0,79,-0.01755013,0.39240506,4.632911,0.03797468,0.2658228,0.16455696202531644,1.0,5.0,5.216216
SEA,Up Big,3.0,125,-0.15408415,0.408,4.144,0.016,0.272,0.16,2.0,12.0,4.688889
SEA,Up Big,4.0,127,-0.064799264,0.4015748,4.7244096,0.05511811,0.27559054,0.07874015748031496,5.0,6.0,2.7804878
SF,Down Big,4.0,11,0.24566817,0.54545456,5.3636365,0.09090909,0.27272728,0.18181818181818182,0.0,0.0,8.5
SF,Down (7-13),3.0,43,0.22677852,0.53488374,5.5348835,0.046511628,0.37209302,0.023255813953488372,0.0,0.0,5.75
SF,Down (7-13),4.0,54,0.106488146,0.44444445,6.0740743,0.018518519,0.3148148,0.0,0.0,0.0,5.7647057
SF,Slight Deficit,3.0,24,0.033524793,0.45833334,5.7916665,0.041666668,0.20833333,0.0,0.0,0.0,1.6666666
SF,Slight Deficit,4.0,17,-0.3653035,0.3529412,3.9411764,0.0,0.23529412,0.0,0.0,0.0,4.5
SF,Tied,3.0,1,,,,,,0.0,0.0,0.0,
SF,Tied,4.0,28,-0.19073619,0.35714287,4.214286,0.0,0.21428572,0.03571428571428571,0.0,0.0,4.3
SF,Slight Lead,3.0,35,-0.21109867,0.4,4.3714285,0.0,0.25714287,0.02857142857142857,0.0,0.0,4.0
SF,Slight Lead,4.0,57,-0.13220415,0.50877196,5.894737,0.01754386,0.3508772,0.07017543859649122,0.0,3.0,5.111111
SF,Slight Lead,5.0,6,,,,,,0.0,0.0,0.0,
SF,Leading (7-13),3.0,68,0.27530888,0.5441176,6.2647057,0.05882353,0.36764705,0.058823529411764705,0.0,1.0,5.5925927
SF,Leading (7-13),4.0,41,-0.02966522,0.34146342,5.0487804,0.07317073,0.31707317,0.0975609756097561,1.0,1.0,4.142857
SF,Up Big,3.0,41,0.0026003208,0.5121951,6.292683,0.024390243,0.34146342,0.04878048780487805,1.0,0.0,5.142857
SF,Up Big,4.0,82,0.0687301,0.5487805,6.231707,0.09756097,0.35365853,0.12195121951219512,1.0,3.0,3.487805
TB,Down Big,3.0,20,-0.5243499,0.45,3.85,0.0,0.2,0.05,0.0,1.0,6.5
TB,Down Big,4.0,18,-0.46676767,0.22222222,2.0,0.0,0.11111111,0.05555555555555555,0.0,0.0,2.0
TB,Down (7-13),3.0,32,-0.26768953,0.3125,2.25,0.03125,0.1875,0.125,0.0,2.0,1.5
TB,Down (7-13),4.0,36,-0.49149603,0.1388889,1.1111112,0.0,0.083333336,0.027777777777777776,0.0,1.0,3.4
TB,Slight Deficit,3.0,23,0.16784507,0.39130434,8.478261,0.08695652,0.3478261,0.043478260869565216,0.0,0.0,9.625
TB,Slight Deficit,4.0,31,0.14266595,0.38709676,7.548387,0.06451613,0.2580645,0.0967741935483871,1.0,0.0,6.5
TB,Tied,3.0,4,,,,,,0.0,0.0,0.0,
TB,Tied,4.0,31,0.22096826,0.4516129,6.387097,0.06451613,0.32258064,0.06451612903225806,1.0,1.0,6.1666665
TB,Slight Lead,3.0,79,0.15062281,0.51898736,6.455696,0.050632913,0.3164557,0.06329113924050633,0.0,2.0,4.0416665
TB,Slight Lead,4.0,60,0.137705,0.48333332,6.2166667,0.05,0.36666667,0.05,0.0,1.0,5.08
TB,Leading (7-13),3.0,37,0.16383675,0.4864865,7.5135136,0.027027028,0.35135135,0.08108108108108109,0.0,1.0,6.388889
TB,Leading (7-13),4.0,76,0.12487716,0.5263158,5.855263,0.065789476,0.34210527,0.09210526315789473,1.0,5.0,4.763158
TB,Up Big,3.0,22,-0.09244572,0.5,5.6363635,0.045454547,0.3181818,0.09090909090909091,1.0,0.0,5.3636365
TB,Up Big,4.0,51,0.06583572,0.5294118,5.117647,0.039215688,0.37254903,0.058823529411764705,0.0,2.0,3.0769231
TEN,Down Big,3.0,105,0.20385312,0.47619048,5.9714284,0.04761905,0.33333334,0.047619047619047616,0.0,2.0,5.8421054
TEN,Down Big,4.0,86,-0.09276278,0.3488372,5.5465117,0.046511628,0.24418604,0.08139534883720931,1.0,2.0,7.7222223
TEN,Down (7-13),3.0,29,0.9672833,0.7586207,13.275862,0.1724138,0.62068963,0.06896551724137931,0.0,0.0,8.461538
TEN,Down (7-13),4.0,69,-0.2824148,0.3478261,3.1594203,0.028985508,0.20289855,0.14492753623188406,0.0,5.0,4.5555553
TEN,Slight Deficit,3.0,80,0.016535353,0.4875,5.6375,0.0125,0.3,0.1375,2.0,1.0,4.84
TEN,Slight Deficit,4.0,30,0.50044435,0.56666666,7.9,0.16666667,0.36666667,0.06666666666666667,0.0,1.0,4.4545455
TEN,Tied,4.0,8,,,,,,0.125,0.0,1.0,
TEN,Slight Lead,3.0,41,0.35920465,0.5609756,6.97561,0.048780486,0.3902439,0.024390243902439025,0.0,1.0,3.4761906
TEN,Slight Lead,4.0,11,-0.5284743,0.36363637,13.272727,0.09090909,0.36363637,0.18181818181818182,0.0,1.0,17.2
TEN,Leading (7-13),3.0,19,0.29135337,0.47368422,7.105263,0.05263158,0.31578946,0.05263157894736842,0.0,1.0,8.285714
TEN,Leading (7-13),4.0,14,0.34579659,0.5,6.142857,0.071428575,0.35714287,0.07142857142857142,0.0,0.0,7.428571
TEN,Up Big,4.0,11,-0.048868015,0.36363637,2.2727273,0.09090909,0.27272728,0.2727272727272727,0.0,3.0,7.25
WAS,Down Big,3.0,53,0.15162468,0.5283019,6.6226416,0.056603774,0.35849056,0.07547169811320754,1.0,1.0,7.133333
WAS,Down Big,4.0,71,0.08788004,0.3943662,5.4929576,0.04225352,0.30985916,0.07042253521126761,0.0,3.0,7.375
WAS,Down (7-13),3.0,47,0.27544063,0.5531915,7.06383,0.06382979,0.42553192,0.0851063829787234,1.0,2.0,5.3
WAS,Down (7-13),4.0,58,0.1639644,0.44827586,6.0172415,0.03448276,0.3275862,0.05172413793103448,0.0,2.0,4.4
WAS,Slight Deficit,3.0,21,0.37493178,0.52380955,9.761905,0.04761905,0.42857143,0.09523809523809523,0.0,2.0,14.444445
WAS,Slight Deficit,4.0,22,-0.2090703,0.3181818,3.6818182,0.045454547,0.22727273,0.09090909090909091,1.0,1.0,4.625
WAS,Tied,3.0,8,,,,,,0.0,0.0,0.0,
WAS,Tied,4.0,17,-0.39811897,0.29411766,4.5882354,0.0,0.23529412,0.058823529411764705,0.0,1.0,10.5
WAS,Tied,5.0,8,,,,,,0.0,0.0,0.0,
